test_id,timestamp,num_clusters,num_nodes,num_pods,elapsed,total_queries,throughput,query_name,desc,num_hops,db_name
FLWzn,2025-04-16T01:09:01Z,1,249,11988,60.01307570800054,4115,68.56839032916648,get_pod_replicaset_label_for_specific_node,250-nodes-with-50-pods,3,memgraph
FLWzn,2025-04-16T01:10:18Z,1,249,11988,60.018220375000965,2224,37.055413941036306,get_pod_replicaset_annotation_for_specific_node,250-nodes-with-50-pods,3,memgraph
FLWzn,2025-04-16T01:11:34Z,1,249,11988,60.000741291998565,6317,105.28203258786083,get_pod_deployment_label_for_specific_node,250-nodes-with-50-pods,4,memgraph
FLWzn,2025-04-16T01:12:51Z,1,249,11988,60.00835124999867,2402,40.027761969215135,get_pod_deployment_annotation_for_specific_node,250-nodes-with-50-pods,4,memgraph
FLWzn,2025-04-16T01:14:06Z,1,249,11988,60.00187229099902,12396,206.59355327916234,get_pod_labels_for_specific_pod,250-nodes-with-50-pods,1,memgraph
FLWzn,2025-04-16T01:15:22Z,1,249,11988,60.00370162499894,11499,191.63817712221356,get_pod_annotations_for_specific_pod,250-nodes-with-50-pods,1,memgraph
FLWzn,2025-04-16T01:16:37Z,1,249,11988,60.0001724169997,12947,215.7827132565332,get_pod_container_for_specific_pod,250-nodes-with-50-pods,1,memgraph
FLWzn,2025-04-16T01:17:52Z,1,249,11988,60.00414287500098,12752,212.51865936264807,get_pod_replicaset_for_specific_pod,250-nodes-with-50-pods,1,memgraph
FLWzn,2025-04-16T01:19:08Z,1,249,11988,60.00154204199862,12425,207.0780112834935,get_pod_deployment_for_specific_pod,250-nodes-with-50-pods,2,memgraph
FLWzn,2025-04-16T01:20:23Z,1,249,11988,60.00120620800226,11945,199.07933114862806,get_pod_replicaset_label_for_specific_pod,250-nodes-with-50-pods,2,memgraph
FLWzn,2025-04-16T01:21:38Z,1,249,11988,60.00299858300059,11285,188.073934078307,get_pod_replicaset_annotation_for_specific_pod,250-nodes-with-50-pods,2,memgraph
